name,date,year,director,prod,composer,cast_mem
Gautamiputra Satakarni,January,2017.0,Radha Krishna Jagarlamudi,"First Frame Entertainment, Sarke Studio",Chirantan Bhatt,"Nandamuri Balakrishna, Hema Malini, Shriya Saran, Kabir Bedi, Tanikella Bharani, David Blazejko, Snehith Chowdary, Milind Gunaji, David Manucharov, Harsha Krishna Murthy"
Luck Unnodu,January,2017.0,Raaja Kiran,MVV Cinema,Praveen Lakkaraju,"Vishnu Manchu, Hansika Motwani, M.V.V. Satyanarayana, Vennela Kishore, Tanikella Bharani, Raghu Babu, V. Jayaprakash, Krishna Murali Posani, Suresh, Satyam Rajesh"
Padamati Sandhya Ragam London Lo,January,2017.0,Vamshi Muniganti,"Ganesh Creations, Ganesh Creations",Kesava Kiran,"Mirabel Stuart, Yorgo Glynatsis, Shahela Rani, Chaitu Shantharam"
Head Constable Venkataramaiah,January,2017.0,Chadalavada Srinivasa Rao,Sri Tirumala Tirupathi Venkateswara Films,,"Jayasudha, R. Narayana Murthy, Sunil Sharma, Sunil Sharma"
B Tech Love Story,January,2017.0,D. Yella Reddy,Induja Creations,Chinni Charan,"Ramesh Babu, Krishnudu, Gehana Vasisth, Narsing Yadav"
Om Namo Venkatesaya,February,2017.0,K. Raghavendra Rao,Sai Krupa Entertainment,M.M. Keeravani,"Nagarjuna Akkineni, Saurabh Raj Jain, Anushka Shetty, Jagapathi Babu, Pragya Jaiswal, Vimala Raman, Rao Ramesh, Brahmanandam, Raghu Babu, Vennela Kishore"
Nenu Local,February,2017.0,Trinadha Rao Nakkina,Sri Venkateswara Creations,Devi Sri Prasad,"Nani, Keerthy Suresh, Naveen Chandra, Sachin Khedekar, Tulasi, Rao Ramesh, Krishna Murali Posani, Raghu Babu, Rajitha, Vennela Kishore"
Winner,February,2017.0,Gopichand Malineni,"Light House Movie Makers, Sri Lakshmi Narasimha Productions",S. Thaman,"Sai Dharam Tej, Rakul Preet Singh, Jagapathi Babu, Adarsh, Sonia Agarwal, Mohammad Ali, Apoorva, Raghu Babu, Anasuya Bharadwaj, Master Charith"
Katamarayudu,March,2017.0,Kishore Kumar Pardasani,Northstar Entertainment,Anup Rubens,"Pawan Kalyan, Shruti Haasan, Ajay, Rao Ramesh, Mohammad Ali, Kamal Kamaraju, Siva Balaji, Tarun Arora, Nassar, Chaitanya Krishna"
Guru,March,2017.0,"Gagan Bhullar, Sudha Kongara",Y Not Studios,Santhosh Narayanan,"Venkatesh Daggubati, Ritika Singh, Mumtaz Sorcar, Nassar, Zakir Hussain, Tanikella Bharani, Raghu Babu, Bipin, Anitha Chowdary, Ananth"
Dwaraka,March,2017.0,Srinivasa Ravindra,Legend Cinema,Sai Karthik,"Vijay Deverakonda, Pooja Jhaveri, Prakash Raj, Prudhviraj, Murli Sharma, Vajja Venkata Giridhar, Niharica Raizada, Abilasha, Amar, Annapoorna"
Lakshmi Bomb,March,2017.0,Karthikeya Gopalakrishna,Udbhav Productions,Sunil Kashyap,"Lakshmi Manchu, Prabhakar, Krishna Murali Posani, Hema, Bharath Reddy, Jeeva, Subbaraya Sarma, Chaitanya Solankar, Amit Tiwari"
Gunturodu,March,2017.0,S.K. Satya,Claps & Whistles Entertainments,DJ Vasanth,"Manoj Kumar Manchu, Pragya Jaiswal, Rajendra Prasad, Sampath Raj, Palamuru Devaraj, Praveen, Pruthvi, Rao Ramesh, Kota Srinivasa Rao, Raja Ravindra"
Happy Birthday,March,2017.0,Veerareddy,Sree Nandan Movies,,"Sreedhar Rao Chennamaneni, Sanjjanaa Galrani, Jyoti Sethi, Chennamaneni Sridhar"
Aakatayi,March,2017.0,Rom Bhimana,"MKA Films, VKA Films",Mani Sharma,"Aashish Raj Bidkikar, Rukshar Dhillon, Pradeep Singh Rawat, Suman, Ramki, Brahmanandam, Ajay Ghosh, Ameesha Patel, Krishna Murali Posani, Raasi"
巴霍巴利王：磅礡終章,June,2017.0,S.S. Rajamouli,Arka Mediaworks,M.M. Keeravani,"Prabhas, Rana Daggubati, Anushka Shetty, Sathyaraj, Ramya Krishnan, Tamannaah Bhatia, Nassar, Subbaraju, Meka Rama Krishna, Rajsekhar Aningi"
Mister,April,2017.0,Sreenu Vaitla,"Light House Movie Makers, Sri Lakshmi Narasimha Productions",Mickey J. Meyer,"Varun Tej, Lavanya Tripathi, Hebah Patel, Abhay, Anand, Raghu Babu, Banerjee, Abhay Bethiganti, Bhadram, Bhandhavi"
Lanka,April,2017.0,Srimuni,Rolling Rocks Entertainments,,"Raasi, Sai Ronak, Ena Saha, Satya Akkala, Satyam Rajesh, V. Ravikumar, Shiju, Leena Sidhu, Supreet"
Saranam Gacchami,April,2017.0,Prem Raj,Bommaku Creations,Ravi Kalyan,"Satya Krishnan, Krishna Murali Posani, Tanishq Rajan, Jayaprakash Reddy, Naveen Sanjay, Subbaraya Sarma, Sudha, Fish Venkat, Kasi Vishwanath"
Rarandoi Veduka Chudham,May,2017.0,Kalyan Krishna,Annapurna Studios,Devi Sri Prasad,"Avantika, Rakul Preet Singh, Naga Chaitanya Akkineni, Vennela Kishore, Jagapathi Babu, Sampath Raj, Pruthvi, Surekha Vani, Irshad, Mahesh Achanta"
Idi Maa Prema Katha,May,2017.0,Vishwanath Ayodhya Karthik,"Matsya Creations, PLK Productions",,"Meghana Lokesh, Priyadarshi Pulikonda, Anchor Ravi, Prabhas Sreenu, Getup Srinu, Surya, Tulasi"
Sriramudinta Srikrishnudanta,May,2017.0,Naresh Penta,Gayatry Productions,Naresh Penta,"Geethanjanli, Gowthamraju, Madhumani Naidu, Ramaraju, Madhusudhan Rao, Deepthi Setty, Sekhar Varma"
Deyyama Mazaka,May,2017.0,Sampath Raj,Bhimavaram Talkies,Navaneeth Chary,"Akhil, Meghana, Naveen, Niharika"
Radha,May,2017.0,Chandra Mohan Chintada,Sri Venkateswara Cine Chitra,Radhan,"Sharwanand, Lavanya Tripathi, Aksha Pardasany, Mahesh Achanta, Mohammad Ali, Tanikella Bharani, Brahmaji, Mukhtar Khan, Ravi Kishan, Duvvasi Mohan"
Duvvada Jagannadham,June,2017.0,Harish Shankar,Sri Venkateswara Creations,Devi Sri Prasad,"Allu Arjun, Pooja Hegde, Rao Ramesh, Subbaraju, Master Sathwik, Chandramohan, Murli Sharma, Krishna Murali Posani, Tanikella Bharani, Vennela Kishore"
Andhhagadu,June,2017.0,Veligonda Srinivas,"A.K. Entertainments India, AK Entertainments",Sekhar Chandra,"Raj Tarun, Hebah Patel, Rajendra Prasad, Mahesh Achanta, Ananth, Rajsekhar Aningi, Prabhakar, Satyam Rajesh, Paruchuri Venkateswara Rao, Raja Ravindra"
Thotalo Pilla Kotalo Rani,June,2017.0,G. Vishwanathan,Gowri Productions,Kodandapani S.P.,"Kanta Rao, Rajashree, Rajanala, Rajababu, Vanisri, Prabhakar Reddy, L. Vijaya, Gitanjali, Jayanthi"
Fidaa,July,2017.0,Sekhar Kammula,Sri Venkateswara Creations,J.B.,"Sai Pallavi, Varun Tej, Sai Chand, Saranya Pradeep, Raja Chembolu, Satyam Rajesh, Dhaassyam Geetha Bhascker, Aryan Talla, Manisha Erabathini, Gayatri Gupta"
Goutham Nanda,July,2017.0,Sampath Nandi,"Sri Balaji Cine Media, ZEE Entertainment Enterprises",S. Thaman,"Gopichand, Hansika Motwani, Catherine Tresa, Mukesh Rishi, Chandramohan, Sachin Khedekar, Nikitin Dheer, Ajay, Annapoorna, Tanikella Bharani"
Ninnu Kori,July,2017.0,Shiva Nirvana,"DVV Entertainment, Kona Film Corporation",Gopi Sundar,"Nani, Nivetha Thomas, Aadhi, Tanikella Bharani, Murli Sharma, Prudhviraj, Rajshri Nair, Mounica, Vidyullekha Raman, Sheshadri Sridhara"
Rakshasi,July,2017.0,PannaRoyal,Dream Catchers Entertainment,Vinod Yajamanya,"Gitanjali, Shamna Kasim, Kumar Sai Pampana, Abhimanyu Singh"
Shamantakamani,July,2017.0,"Sriram Adittya, Sriram Eragamreddy",Bhavya Creations,Mani Sharma,"Aadi, Joy Badlani, Abhay Bethiganti, Tanikella Bharani, Chandini Chowdary, Jenny Honey, Indraja, Nanajee Karri, Sundeep Kishan, Sudheer Babu Posani"
Kala Varam Aaye,July,2017.0,Sampath V. Kumar,Shri Nidhi Pictures,Bharath Sankar,"Priyanka Jawalkar, Sanjeev, Sanjeev, Vibeesh"
亞俊雷迪,August,2017.0,Sandeep Reddy Vanga,Bhadrakali Pictures,Radhan,"Vijay Deverakonda, Shalini Pandey, Jia Sharma, Kanchana, Sanjay Swaroop, Bhushan Kalyan, Sandhya Janak, Kamal Kamaraju, Padmaja, R.J. Hemant"
Jaya Janaki Nayaka,August,2017.0,Boyapati Srinu,Dwaraka Creations,Devi Sri Prasad,"Sai Srinivas Bellamkonda, Rakul Preet Singh, Jagapathi Babu, Pragya Jaiswal, R. Sarathkumar, Suman, Tarun Arora, Dhanya Balakrishna, Chalapathi Rao, Srikanth Kavuturi"
Nene Raju Nene Mantri,August,2017.0,Teja,"Blue Planet Entertainments, Suresh Productions",Anup Rubens,"Rana Daggubati, Kajal Aggarwal, Catherine Tresa, Mahesh Achanta, Ajay, Rajsekhar Aningi, Annapoorna, Sanjana Anne, Tanikella Bharani, Bindu Chandramouli"
Maayavan,September,2017.0,C.V. Kumar,"SBK Films, Thirukumaran Entertainment",Ghibran,"Sundeep Kishan, Lavanya Tripathi, Augustine, Baby, Daniel Balaji, Sai Dheena, Eshwaer, Kathi Gopi, Mime Gopi, Akshara Gowda"
Lie,August,2017.0,Hanu Raghavapudi,14 Reels Entertainment,Mani Sharma,"Nithiin, Megha Akash, Ravi Kishan, Prudhviraj, Brahmaji, Arjun Sarja, Ajay, Hasini Anvi, Darbha Appaji Ambarisha, Tom Bonello"
Paisa Vasool,September,2017.0,Puri Jagannadh,Bhavya Creations,Anup Rubens,"Nandamuri Balakrishna, Shriya Saran, Vikramjeet Virk, Musskan Sethi, Kyra Dutt, Mohammad Ali, Joy Badlani, Kabir Bedi, Dhritiman Chatterjee, Srikanth Iyengar"
Anando Brahma,August,2017.0,"Three Autumn Leaves, Mahi v Raghav",70 MM Entertainments,K Krishna Kumar,"Taapsee Pannu, Srinivasa Reddy, Shakalaka Shankar, Vennela Kishore, Vidyullekha Raman, Supreeth Reddy, Thagubothu Ramesh, Rajeev Kanakala, Raja Ravindra, Krishna Murali Posani"
Nakshatram,August,2017.0,Krishna Vamsi,"Butta Bomma Creations, Sri Chakra Media, Win Win Win Creations",Bheems Ceciroleo,"Sundeep Kishan, Regina Cassandra, Sai Dharam Tej, Pragya Jaiswal, Prakash Raj, Tanish, Tulasi, Sivaji Raja, Duvvasi Mohan, Mukhtar Khan"
Darsakudu,August,2017.0,Hari Prasad Jakka,"B T R N Creations, Playback Pictures, Sukumar Writings",Sai Karthik,"Ashok Bandreddi, Raja Bandreddi, Naveen Neni, Pujita Ponnada, Priyadarshi Pulikonda, Josh Ravi, Eesha Rebba, Master Sathwik, Noel Sean, Kedar Shankar"
Vunnadhi Okate Zindagi,September,2017.0,Thirumala Kishore,Sravanthi Cinematics,,"Ram Pothineni, Sree Vishnu, Lavanya Tripathi, Anupama Parameswaran, Priyadarshi Pulikonda, Mahesh Achanta, Anisha Ambrose, Anand, Kaushik Babu, Joy Badlani"
Jai Lava Kusa,September,2017.0,Bobby Kolli,NTR Arts,Devi Sri Prasad,"N.T. Rama Rao Jr., Raashi Khanna, Nivetha Thomas, Ronit Roy, Krishna Murali Posani, Pavitra Lokesh, Sai Kumar, Pradeep Singh Rawat, Nassar, Abhimanyu Singh"
Spyder,September,2017.0,A.R. Murugadoss,"Lyca Productions, NVR Cinema",Harris Jayaraj,"Mahesh Babu, Rakul Preet Singh, S.J. Suryah, Veera Ravi Kumar Yalla, Bharath Srinivasan, Priyadarshi Pulikonda, RJ Balaji, Sayaji Shinde, Nagineedu, V. Jayaprakash"
Mahanubhavudu,September,2017.0,Maruthi Dasari,UV Creations,S. Thaman,"Sharwanand, Mehreen Pirzada, Nasser, Kalyani Natarajan, Vennela Kishore, Raghu Babu, Bhadram, Bhanu Sri, Madhumani, Naveed"
Vellipomakey,September,2017.0,Mohammed Ali,"Sai Akhilesh Productions, Sri Venkateswara Creations",Prashanth Vihari,"Vishwak Sen, Supraja, Nithyaa Sree Reddy, John Kottoly, Prashanth, Rakesh Reddy, Swetha, Vidya, Sana, Sripal"
Yuddham Sharanam,September,2017.0,Krishna Marimuthu,Vaarahi Chalana Chitram,Vivek Sagar,"Naga Chaitanya Akkineni, Lavanya Tripathi, Meka Srikanth, Revathi, Rao Ramesh, Priyadarshi Pulikonda, Murli Sharma, Raja Ravindra, Anand, Anand"
Srivalli,September,2017.0,Vijayendra Prasad,Reshmas Arts,M.M. Srilekha,"Neha Hinge, Rajath Krishna, Rajeev Kanakala, Hema, Arhaan Khan, Balaraj, Captain Chowdary, Devika, Jhansi, Kavya"
Vaalujada,September,2017.0,Ramanaw Mallam,"Sai Vyshnavi Studios, SimhaVahini Chalana Chitra",Radhan,"Dhansika, Kalpalatha, Gautham Kumar, Simhavahini Nagaraju, Raithu Bidda Nithin, Nana Patekar, Naveen Sanjay, Vaibhav Surya, Uttej"
Raja the Great,October,2017.0,Anil Ravipudi,Sri Venkateswara Creations,Sai Karthik,"Ravi Teja, Mehreen Pirzada, Vivan Bhatena, Radhika Sarathkumar, Srinivasa Reddy, Rajendra Prasad, Sampath Raj, Prakash Raj, Tanikella Bharani, Mohammad Ali"
Raju Gari Gadhi 2,October,2017.0,Omkar,"Matinee Entertainments, Oak Entertainments, PVP Cinema",S. Thaman,"Samantha Ruth Prabhu, Nagarjuna Akkineni, Vennela Kishore, Tejaswi Madivada, Rao Ramesh, Abhinaya, Seerat Kapoor, V.K. Naresh, Mukhtar Khan, Avinash"
Gulf,October,2017.0,Suneel Kumar Reddy,Sravya Films,Pravin Immadi,"Dimple Hayathi, Shiva Karthik, Chetan Maddineni, Nagineedu, Krishna Murali Posani"
Sekharam Gari Abbayi,October,2017.0,Akshitha Srinivas,MF Creations,Sai Yelender,"Vinnu Maddipati, Anurup Reddy, Akshitha Srinivas, Suman"
Oxygen,November,2017.0,Jyothi Krishna,"Shri Sai Raam Creations, Goldmines Telefilms",Yuvan Shankar Raja,"Gopichand, Raashi Khanna, Anu Emmanuel, Jagapathi Babu, Brahmaji, Avantika, Mohammad Ali, Sakshi Chaudhary, Meghashree, Kumar Sai Pampana"
Jawaan,December,2017.0,B.V.S. Ravi,"Arunachal Creations, Goldmines Telefilms",S. Thaman,"Sai Dharam Tej, Mehreen Pirzada, Prasanna, Subbaraju, V. Jayaprakash, Easwari Rao, Kota Srinivasa Rao, Surya, Darbha Appaji Ambarisha, Anish Kuruvilla"
PSV Garuda Vega,November,2017.0,Praveen Sattaru,"JyoStar Enterprises, India Shoots, Manoj Srivastava Media Corps",Bheems Ceciroleo,"Rajasekhar, Pooja Kumar, Thrigun, Shraddha Das, Shiva Karthik, Nassar, Kishore Kumar G., Mohammad Ali, Krishna Murali Posani, Sayaji Shinde"
Prematho Mee Karthik,November,2017.0,Rishi,Ramanashree Arts,Sachin Warrier,"Kartikeya Gummakonda, Simratt Kaur Randhawa, Murli Sharma, Gollapudi Maruthi Rao, Pragathy, Jhansi, Prudvi Raj, Sambaa Siva"
Egise Taara Juvvalu,November,2017.0,Mahesh Kathi,HY Productions,,"Kamal Krishna Annarapu, Darbha Appaji Ambarisha, Abhay Bethiganti, Bhaskar, Chandrudu, Ajay Ghosh, Hasini, Jitendra, Teja Kakumanu, Sathvik Kalige"
Okkadu Migiladu,November,2017.0,Ajay Andrews Nuthakki,Padmaja Films,,"Anisha Ambrose, Milind Gunaji, Manoj Kumar Manchu, Murali Mohan, Ajay Andrews Nuthakki, Krishna Murali Posani, Suhasini"
Next Nuvve,November,2017.0,P. Prabhakar,V4 Movies,Sai Karthik,"Aadi, Srinivas Avasarala, Raghu Babu, Brahmaji, Rashmi Gautam, Himaja, Ram Jagan, Mumait Khan, Satya Krishnan, Vinni Mobstaz"
Napoleon,November,2017.0,"Anand Ravi, Meher Yaramati",Acharya Creations,,"Komali, Komalee Prasad, Anand Ravi, Ravi Varma"
Lovers Club,November,2017.0,Dhruv Sekhar,Sreya Art Creations,Ravi Nidamarthy,"Anish, Aryan, Siddhie Mhambre, Poorni, Ajay Ratnam, Vizag Prasad, Dheeraj Rathnam, Aryan, Anish Chandra, Pavani"
Balakrishnudu,November,2017.0,Pavan Mallela,Saraschandrikaa Visionary Motion Pictures,Mani Sharma,"Mahesh Achanta, Ajay, Raghu Babu, Piaa Bajpai, Regina Cassandra, Chitti, Raghu Kumar Karumanchi, Vennela Kishore, Ramya Krishnan, Satya Krishnan"
June 1:43,November,2017.0,Bhaskar Bantupalli,Aditya Creations,Shravan Bharadwaj,"Kumar Sai Pampana, Venugopal Pampana, Richa Saxena, Aditya Srivastav"
MCA Middle Class Abbayi,December,2017.0,Venu Sriram,"Sri Venkateswara Creations, Dil Raju Production",Devi Sri Prasad,"Nani, Sai Pallavi, Bhoomika Chawla, Rajeev Kanakala, Vijay Varma, V.K. Naresh, Aamani, Priyadarshi Pulikonda, Krishna Murali Posani, Pavitra Lokesh"
Hello,December,2017.0,Vikram K. Kumar,"Annapurna Studios, Manam Enterprises",Anup Rubens,"Akhil Akkineni, Kalyani Priyadarshan, Jagapathi Babu, Ramya Krishnan, Ajay, Mikail Gandhi, Praveen, Vennela Kishore, Joy Badlani, Myrah Dandekar"
Okka Kshanam,December,2017.0,Vi Anand,Lakshmi Narasimha Entertainments,Mani Sharma,"Allu Sirish, Surbhi, Srinivas Avasarala, Seerat Kapoor, Mahesh Achanta, V. Jayaprakash, Vennela Kishore, Dasari Arun Kumar, Bhanu Prakash, Racha Ravi"
Vasham,2017,2017.0,Srikanth Chella,Shuka Entertainments,Dr. Josyabhatla,"Nanda Kishore, Krishneshwar Rao, Vasudeva Rao, Swetaa Varma"
Juliet Lover of Idiot,December,2017.0,Ajay Voddirala,Anurag Productions,Ratheesh Vega,"Aakash, Mohammad Ali, Anusha, Banti, Kanishka Bhupati, Naveen Chandra, Dattu, Devan, Dilip, Dorai"
2 Countries,December,2017.0,Nimmala Shankar,Maha Lakshmi Arts,Gopi Sundar,"Sanjjanaa Galrani, V.K. Naresh, Pruthvi, Manisha Raj, Raja Ravindra, Srinivasa Reddy, Shiju, Sithara, Sunil"
Venkatapuram,,2017.0,Venu Madikanti,"Bhaahumanya Arts, Good Cinema Group",Achu Rajamani,"Abhi, Ajay, Deva, Ajay Ghosh, Hemaani, Ishani, Joginaidu, Karam, Kavya, Mahima Makwana"
Premika,December,2017.0,Mahindra,Deshala Art Movies,Dilip Bandaari,"Tanish Alladi, Bhupesh Varma, Ravi Varma, Sruthi Yugai"
Jai Simha,January,2018.0,K.S. Ravikumar,CK Entertainments,Chirantan Bhatt,"Nandamuri Balakrishna, Nayanthara, Haripriya, Natasha Doshi, Prakash Raj, Brahmanandam, Ashutosh Rana, Murali Mohan, Prabhakar, Chandra Sekhar"
Agnyaathavaasi,January,2018.0,Trivikram Srinivas,Haarika & Hassine Creations,Anirudh Ravichander,"Pawan Kalyan, Keerthy Suresh, Anu Emmanuel, Aadhi, Boman Irani, Khushbu Sundar, Rao Ramesh, Murli Sharma, Sampath Raj, Tanikella Bharani"
Ego,January,2018.0,R.V. Subramanyam,"Mango Music, VKA Films",Sai Karthik,"Ajay, Aashish Raj Bidkikar, Chammak Chandra, Kyra Dutt, Deeksha Panth, Krishna Murali Posani, Prudvi Raj, Gautham Raju, Rao Ramesh, Shaking Seshu"
Adhugo,January,2018.0,Ravi Babu,"Flying Frogs Production, Suresh Productions",Prashanth Vihari,"Nabha Natesh, Palamuru Devaraj, Abhishek Varma, Ravi Babu, Rakesh Rachakonda"
Chalo,February,2018.0,Venky Kudumula,Ira Creations,Mahati Swara Sagar,"Naga Shaurya, Rashmika Mandanna, Achyuth Kumar, Mime Gopi, V.K. Naresh, Pragathi, Harsha Chemudu, Satya, Raghu Babu, Vennela Kishore"
Awe!,February,2018.0,Prasanth Varma,Wall Poster Cinema,Mark K. Robin,"Kajal Aggarwal, Nithya Menen, Srinivas Avasarala, Regina Cassandra, Priyadarshi Pulikonda, Eesha Rebba, Murli Sharma, Rohini, Devadarshini Chetan, Nani"
Tholi Prema,February,2018.0,Venky Atluri,"Jyotirmaye Group, Sri Venkateswara Cine Chitra, V Pictures",S. Thaman,"Varun Tej, Raashi Khanna, Priyadarshi Pulikonda, Apoorva Srinivasan, V.K. Naresh, Suhasini, Darbha Appaji Ambarisha, Joy Badlani, Vidyullekha Raman, Hyper Aadi"
Touch Chesi Chudu,February,2018.0,Vikram Sirikonda,Sri Lakshmi Narasimha Productions,Pritam Chakraborty,"Ravi Teja, Raashi Khanna, Seerat Kapoor, Murli Sharma, V. Jayaprakash, Sayaji Shinde, Vennela Kishore, Ajay, Satyam Rajesh, Vajja Venkata Giridhar"
Manasuku Nachindhi,February,2018.0,Manjula Ghattamaneni,"Anandi Art Creations, Indira Productions",Radhan,"Sundeep Kishan, Amyra Dastur, Tridha Choudhury, Punarnavi Bhupalam, Priyadarshi Pulikonda, Abhay Bethiganti, Thrigun, Mahesh Babu, Anitha Chowdary, Geetha"
Inttelligent,February,2018.0,V.V. Vinayak,CK Entertainments,S. Thaman,"Sai Dharam Tej, Lavanya Tripathi, Ashish Vidyarthi, Sayaji Shinde, Rahul Dev, Nassar, Brahmanandam, Dev Gill, Jayaprakash Reddy, Vineet Kumar"
Chalthe Chalthe,February,2018.0,K. Pradeep Kumar,Amazingarts,K. Pradeep Kumar,"Priyanka Jain, Rajshri Nair, V.K. Naresh, Pragathi, Vishwadev Rachakonda, Charan Ram, Rao Ramesh, Sayaji Shinde"
Gayatri,February,2018.0,Madan,Sree Lakshmi Prasanna Pictures,S. Thaman,"Mohan Babu, Vishnu Manchu, Shriya Saran, Nikhila Vimal, Anasuya Bharadwaj, Mohammad Ali, Rajsekhar Aningi, Giri Babu, Raghu Babu, Tanikella Bharani"
Soda Goli Soda,February,2018.0,Haribabu,SB Art Creations,,"Maanas .N., Hyper Aadi, Brahmanandam, Maanas Nagulapalli, Nitya Naresh"
Juvva,2018,2018.0,Trikoti Peta,Somi Films,,"Mohammad Ali, Raghu Babu, Somi Bharath, Pallak Lalwani, Krishna Murali Posani, Sapthagiri, Murli Sharma, Prabhas Sreenu, Surekha Vani, Ranjith Velayudhan"
Raa Raa,February,2018.0,Shankar,Mango Music,Rap Rock Shakeel,"Mohammad Ali, Raghu Babu, Chammak Chandra, Jeeva, Raghu Kumar Karumanchi, Sita Narayan, Naziya, Krishna Murali Posani, Prudhviraj, Shakalaka Shankar"
Howrah Bridge,February,2018.0,Rewon Yadu,EMVE Studios,Sekhar Chandra,"Rajsekhar Aningi, Chandini Chowdary, Vidyullekha Raman, Rao Ramesh, Manali Rathod, Rahul Ravindran"
好戲上場,March,2018.0,Sukumar,Mythri Movie Makers,Devi Sri Prasad,"Ram Charan, Samantha Ruth Prabhu, Aadhi, Jagapathi Babu, V.K. Naresh, Prakash Raj, Anasuya Bharadwaj, Rohini, Mahesh Achanta, Annie"
Ye Mantram Vesave,March,2018.0,Shridhar Marri,"Goldmines Telefilms, Golisoda Films",Abdus Samad,"Vijay Deverakonda, Aditya, Akshay, Anjali, Anusha, Sreenu Babu, Nalla Balu, Aashish Raj Bidkikar, Henna Chopra, Nilakshi Dutta"
Kirrak Party,March,2018.0,Sharan Koppisetty,"A.K. Entertainments India, AK Entertainments",B. Ajaneesh Loknath,"Nikhil Siddharth, Samyuktha Hegde, Simran Pareenja, Sai Suhas, Karthik Adusumilli, Brahmaji, Bunty Dwaraka, Arohitha Gowda, Hanumanthe Gowda, R.J. Hemant"
Needhi Naadhi Oke Katha,March,2018.0,"Venu Udugula, Umesh Nagappagari","Aran Media Works, Sree Vyshnavee Creations, Mango Music",Suresh Bobblli,"Sree Vishnu, Satna Titus, Rajsekhar Aningi, Palamuru Devaraj, Krishna Murali Posani, Devi Prasad, Charan Ram, Rangadham, Jhansi Rathod, Racha Ravi"
Manchi Lakshanalunna Abbayi,March,2018.0,Upendra Madhav,"Blue Planet Entertainments, People Media Factory",Mani Sharma,"Nandamuri Kalyan Ram, Kajal Aggarwal, Brahmanandam, Vennela Kishore, Manali Rathod, Ravi Prakash, Ravi Kishan, Jayaprakash Reddy, Mahesh Achanta, Ajay"
Bharat Ane Nenu,April,2018.0,Koratala Siva,DVV Entertainment,Devi Sri Prasad,"Mahesh Babu, Kiara Advani, Prakash Raj, R. Sarathkumar, Aamani, Sithara, P. Ravi Shankar, Krishna Murali Posani, Devaraj, Rao Ramesh"
Krishnarjuna Yudham,April,2018.0,Merlapaka Gandhi,"Aditya Movies, Shine Screens",Hiphop Tamizha Adhi,"Nani, Anupama Parameswaran, Rukshar Dhillon, Brahmaji, Devadarshini Chetan, Nagineedu, Prabhas Sreenu, Sambhola Hari, Vidyullekha Raman, Pooja Ramachandran"
Chal Mohan Ranga,April,2018.0,Krishna Chaitanya,"Pawan Kalyan Creative Works, Sreshth Movies",S. Thaman,"Nithiin, Megha Akash, Madhunandan, Rao Ramesh, V.K. Naresh, Pragathi, Lizy, Sanjay Swaroop, Hasini, Kireeti"
Achari America Yathra,April,2018.0,G. Nageswara Reddy,"Padmaja Pictures, Goldmines Telefilms",S. Thaman,"Vishnu Manchu, Pragya Jaiswal, Brahmanandam, Pradeep Singh Rawat, Thakur Anoop Singh, Kota Srinivasa Rao, Abbey Abimbola, Miles Dewar, Kateryna Dronova, Satya Krishnan"
Mahanati,May,2018.0,Nag Ashwin,"Swapna Cinema, Vyjayanthi Movies",Mickey J. Meyer,"Keerthy Suresh, Dulquer Salmaan, Samantha Ruth Prabhu, Vijay Deverakonda, Rajendra Prasad, Bhanupriya, Divyavani, Mohan Babu, Prakash Raj, Srinivas Avasarala"
"Naa Peru Surya, Naa Illu India",May,2018.0,Vakkantham Vamsi,Ramalakshmi Cine Creations,Vishal Dadlani,"Allu Arjun, Arjun Sarja, R. Sarathkumar, Anu Emmanuel, Thakur Anoop Singh, Boman Irani, Sai Kumar, Pradeep Singh Rawat, Harish Uthaman, Krishna Murali Posani"
Nela Ticket,May,2018.0,Kalyan Krishna,SRT Entertainments,Shakthikanth Karthick,"Ravi Teja, Malvika Sharma, Jagapathi Babu, Sampath Raj, Sarath Babu, Brahmanandam, Mohammad Ali, Priyadarshi Pulikonda, Krishna Murali Posani, Tanikella Bharani"
Mehbooba,May,2018.0,Puri Jagannadh,"Puri Connects, Puri Jagannadh Touring Talkies",Sandeep Chowta,"Abel, Aditya Alluri, Anish, Anusha, Awshime, Uday Kumar Bagavathula, Bhavna, Surabhi Chourey, Pramod Chowdary, Roopa Chowdary"
Ammammagarillu,May,2018.0,Sundar Surya,Swajith Movies,Sai Karthik,"Naga Shaurya, Shamili, Sumithra, Rao Ramesh, Chalapathi Rao, Hasini Anvi, Hema, Madhumani, Krishna Murali Posani, Ravi Prakash"
Raju Gadu,June,2018.0,Sanjana Reddy,"A.K. Entertainments India, AK Entertainments",Gopi Sundar,"Raj Tarun, Amyra Dastur, Rajendra Prasad, Krishna Bhagavan, Raghu Kumar Karumanchi, Khayyum, Nagineedu, Pujita Ponnada, Praveen, Prudhviraj"
